[26Jul2025 15:48:52.668] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.2.21, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914, nogui]
[26Jul2025 15:48:52.671] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.15 by Ubuntu
[26Jul2025 15:48:52.829] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Server0/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=SERVER
[26Jul2025 15:48:53.133] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.18.2-40.2.21/fmlcore-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.135] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.18.2-40.2.21/javafmllanguage-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.136] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.18.2-40.2.21/lowcodelanguage-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.138] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.18.2-40.2.21/mclanguage-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.318] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[26Jul2025 15:48:54.974] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[26Jul2025 15:49:13.370] [main/INFO] [quark/]: Loading Module Leaf Carpet
[26Jul2025 15:49:13.370] [main/INFO] [quark/]: Loading Module Industrial Palette
[26Jul2025 15:49:13.370] [main/INFO] [quark/]: Loading Module Hedges
[26Jul2025 15:49:13.370] [main/INFO] [quark/]: Loading Module Grate
[26Jul2025 15:49:13.371] [main/INFO] [quark/]: Loading Module Gold Bars
[26Jul2025 15:49:13.371] [main/INFO] [quark/]: Loading Module Glass Item Frame
[26Jul2025 15:49:13.371] [main/INFO] [quark/]: Loading Module Framed Glass
[26Jul2025 15:49:13.373] [main/INFO] [quark/]: Loading Module Duskbound Blocks
[26Jul2025 15:49:13.374] [main/INFO] [quark/]: Loading Module Compressed Blocks
[26Jul2025 15:49:13.374] [main/INFO] [quark/]: Loading Module Celebratory Lamps
[26Jul2025 15:49:13.374] [main/INFO] [quark/]: Loading Module Quick Armor Swapping
[26Jul2025 15:49:13.376] [main/INFO] [quark/]: Loading Module Item Sharing
[26Jul2025 15:49:13.376] [main/INFO] [quark/]: Loading Module Inventory Sorting
[26Jul2025 15:49:13.376] [main/INFO] [quark/]: Loading Module Hotbar Changer
[26Jul2025 15:49:13.377] [main/INFO] [quark/]: Loading Module Expanded Item Interactions
[26Jul2025 15:49:13.377] [main/INFO] [quark/]: Loading Module Easy Transfering
[26Jul2025 15:49:13.377] [main/INFO] [quark/]: Loading Module Chests In Boats
[26Jul2025 15:49:13.377] [main/INFO] [quark/]: Loading Module Trowel
[26Jul2025 15:49:13.378] [main/INFO] [quark/]: Loading Module Slime In A Bucket
[26Jul2025 15:49:13.380] [main/INFO] [quark/]: Loading Module Seed Pouch
[26Jul2025 15:49:13.381] [main/INFO] [quark/]: Loading Module Pickarang
[26Jul2025 15:49:13.381] [main/INFO] [quark/]: Loading Module Pathfinder Maps
[26Jul2025 15:49:13.386] [main/INFO] [quark/]: Loading Module Parrot Eggs
[26Jul2025 15:49:13.387] [main/INFO] [quark/]: Loading Module Endermosh Music Disc
[26Jul2025 15:49:13.387] [main/INFO] [quark/]: Loading Module Color Runes
[26Jul2025 15:49:13.388] [main/INFO] [quark/]: Loading Module Camera
[26Jul2025 15:49:13.389] [main/INFO] [quark/]: Loading Module Bundle Recipe
[26Jul2025 15:49:13.389] [main/INFO] [quark/]: Loading Module Bottled Cloud
[26Jul2025 15:49:13.392] [main/INFO] [quark/]: Loading Module Beacon Redirection
[26Jul2025 15:49:13.393] [main/INFO] [quark/]: Loading Module Ancient Tomes
[26Jul2025 15:49:13.401] [main/INFO] [quark/]: Loading Module Ambient Discs
[26Jul2025 15:49:13.402] [main/INFO] [quark/]: Loading Module Abacus
[26Jul2025 15:49:13.402] [main/INFO] [quark/]: Loading Module Villagers Follow Emeralds
[26Jul2025 15:49:13.407] [main/INFO] [quark/]: Loading Module Vexes Die With Their Masters
[26Jul2025 15:49:13.409] [main/INFO] [quark/]: Loading Module Utility Recipes
[26Jul2025 15:49:13.410] [main/INFO] [quark/]: Loading Module Snow Golem Player Heads
[26Jul2025 15:49:13.412] [main/INFO] [quark/]: Loading Module Simple Harvest
[26Jul2025 15:49:13.417] [main/INFO] [quark/]: Loading Module Sign Editing
[26Jul2025 15:49:13.417] [main/INFO] [quark/]: Loading Module Replace Scaffolding
[26Jul2025 15:49:13.418] [main/INFO] [quark/]: Loading Module Reacharound Placing
[26Jul2025 15:49:13.421] [main/INFO] [quark/]: Loading Module Poison Potato Usage
[26Jul2025 15:49:13.422] [main/INFO] [quark/]: Loading Module Pig Litters
[26Jul2025 15:49:13.423] [main/INFO] [quark/]: Loading Module Pat The Dogs
[26Jul2025 15:49:13.425] [main/INFO] [quark/]: Loading Module Note Block Mob Sounds
[26Jul2025 15:49:13.426] [main/INFO] [quark/]: Loading Module More Banner Layers
[26Jul2025 15:49:13.426] [main/INFO] [quark/]: Loading Module Lock Rotation
[26Jul2025 15:49:13.427] [main/INFO] [quark/]: Loading Module Hoe Harvesting
[26Jul2025 15:49:13.428] [main/INFO] [quark/]: Loading Module Grab Chickens
[26Jul2025 15:49:13.429] [main/INFO] [quark/]: Loading Module Glass Shard
[26Jul2025 15:49:13.429] [main/INFO] [quark/]: Loading Module Enhanced Ladders
[26Jul2025 15:49:13.430] [main/INFO] [quark/]: Loading Module Emotes
[26Jul2025 15:49:13.430] [main/INFO] [quark/]: Loading Module Dragon Scales
[26Jul2025 15:49:13.431] [main/INFO] [quark/]: Loading Module Double Door Opening
[26Jul2025 15:49:13.431] [main/INFO] [quark/]: Loading Module Compasses Work Everywhere
[26Jul2025 15:49:13.432] [main/INFO] [quark/]: Loading Module Campfires Boost Elytra
[26Jul2025 15:49:13.432] [main/INFO] [quark/]: Loading Module Better Elytra Rocket
[26Jul2025 15:49:13.433] [main/INFO] [quark/]: Loading Module Automatic Recipe Unlock
[26Jul2025 15:49:13.434] [main/INFO] [quark/]: Loading Module Armed Armor Stands
[26Jul2025 15:49:13.434] [main/INFO] [quark/]: Loading Module Skull Pikes
[26Jul2025 15:49:13.435] [main/INFO] [quark/]: Loading Module Spiral Spires
[26Jul2025 15:49:13.437] [main/INFO] [quark/]: Loading Module Permafrost
[26Jul2025 15:49:13.437] [main/INFO] [quark/]: Loading Module No More Lava Pockets
[26Jul2025 15:49:13.437] [main/INFO] [quark/]: Loading Module New Stone Types
[26Jul2025 15:49:13.439] [main/INFO] [quark/]: Loading Module Nether Obsidian Spikes
[26Jul2025 15:49:13.439] [main/INFO] [quark/]: Loading Module Monster Box
[26Jul2025 15:49:13.440] [main/INFO] [quark/]: Loading Module Glimmering Weald
[26Jul2025 15:49:13.440] [main/INFO] [quark/]: Loading Module Fairy Rings
[26Jul2025 15:49:13.441] [main/INFO] [quark/]: Loading Module Corundum
[26Jul2025 15:49:13.441] [main/INFO] [quark/]: Loading Module Chorus Vegetation
[26Jul2025 15:49:13.442] [main/INFO] [quark/]: Loading Module Blossom Trees
[26Jul2025 15:49:13.442] [main/INFO] [quark/]: Loading Module Big Stone Clusters
[26Jul2025 15:49:13.443] [main/INFO] [quark/]: Loading Module Big Dungeon
[26Jul2025 15:49:13.443] [main/INFO] [quark/]: Loading Module Azalea Wood
[26Jul2025 15:49:13.443] [main/INFO] [quark/]: Loading Module Wraith
[26Jul2025 15:49:13.443] [main/INFO] [quark/]: Loading Module Toretoise
[26Jul2025 15:49:13.444] [main/INFO] [quark/]: Loading Module Stonelings
[26Jul2025 15:49:13.444] [main/INFO] [quark/]: Loading Module Shiba
[26Jul2025 15:49:13.444] [main/INFO] [quark/]: Loading Module Frogs
[26Jul2025 15:49:13.448] [main/INFO] [quark/]: Loading Module Foxhound
[26Jul2025 15:49:13.450] [main/INFO] [quark/]: Loading Module Forgotten
[26Jul2025 15:49:13.450] [main/INFO] [quark/]: Loading Module Crabs
[26Jul2025 15:49:13.454] [main/INFO] [quark/]: Loading Module Variant Animal Textures
[26Jul2025 15:49:13.454] [main/INFO] [quark/]: Loading Module Uses For Curses
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Usage Ticker
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Soul Candles
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Microcrafting Helper
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Improved Tooltips
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Greener Grass
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Chest Searching
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Back Button Keybind
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Auto Walk Keybind
[26Jul2025 15:49:13.455] [main/INFO] [quark/]: Loading Module Zombie Villagers On Normal
[26Jul2025 15:49:13.456] [main/INFO] [quark/]: Loading Module Spawner Replacer
[26Jul2025 15:49:13.456] [main/INFO] [quark/]: Loading Module Overlay Shader
[26Jul2025 15:49:13.456] [main/INFO] [quark/]: Loading Module Narrator Readout
[26Jul2025 15:49:13.456] [main/INFO] [quark/]: Loading Module Game Nerfs
[26Jul2025 15:49:13.456] [main/INFO] [quark/]: Loading Module Enchantments Begone
[26Jul2025 15:49:13.457] [main/INFO] [quark/]: Loading Module Adjustable Chat
[26Jul2025 15:49:13.457] [main/INFO] [quark/]: Loading Module Totem Of Holding
[26Jul2025 15:49:13.457] [main/INFO] [quark/]: Loading Module Tiny Potato
[26Jul2025 15:49:13.458] [main/INFO] [quark/]: Loading Module Pipes
[26Jul2025 15:49:13.460] [main/INFO] [quark/]: Loading Module Matrix Enchanting
[26Jul2025 15:49:13.460] [main/INFO] [quark/]: Loading Module Magnets
[26Jul2025 15:49:13.460] [main/INFO] [quark/]: Loading Module Crate
[26Jul2025 15:49:13.460] [main/INFO] [quark/]: Loading Module Backpack
[26Jul2025 15:49:13.461] [main/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[26Jul2025 15:49:13.594] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[26Jul2025 15:49:13.603] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step SETUP
[26Jul2025 15:49:13.974] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[26Jul2025 15:49:14.074] [main/INFO] [net.mehvahdjukaar.supplementaries.Supplementaries/]: Finished mod setup in: 192 ms
[26Jul2025 15:49:14.120] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step LOAD_COMPLETE
[26Jul2025 15:49:14.614] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: OUTDATED Current: 40.2.21 Target: 40.3.0
[26Jul2025 15:49:14.615] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [flywheel] Starting version check at https://api.modrinth.com/updates/flywheel/forge_updates.json
[26Jul2025 15:49:14.939] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [flywheel] Found status: AHEAD Current: 0.6.11-107 Target: null
[26Jul2025 15:49:20.543] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[26Jul2025 15:49:24.368] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/workspaces/Server0/servidor_minecraft/libraries/net/minecraft/server/1.18.2-20220404.173914/server-1.18.2-20220404.173914-srg.jar%2360!/assets/.mcassetsroot' uses unexpected schema
[26Jul2025 15:49:24.369] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/workspaces/Server0/servidor_minecraft/libraries/net/minecraft/server/1.18.2-20220404.173914/server-1.18.2-20220404.173914-srg.jar%2360!/data/.mcassetsroot' uses unexpected schema
[26Jul2025 15:49:24.492] [main/INFO] [net.mehvahdjukaar.supplementaries.Supplementaries/]: Generated runtime SERVER_DATA for pack Supplementaries Generated Pack in: 61 ms
[26Jul2025 15:49:25.509] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:gronckle with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.514] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 5, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.514] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:stinger with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.514] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.514] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:gronckle with weight of 5, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.515] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:zippleback with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.515] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.515] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:gronckle with weight of 5, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.515] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:zippleback with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.515] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.515] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 5, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.516] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:light_fury with weight of 1, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.516] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.516] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:zippleback with weight of 5, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.519] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:light_fury with weight of 1, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.520] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.521] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.521] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:gronckle with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.522] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 5, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.523] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:stinger with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.524] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:gronckle with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.525] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 5, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.525] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.526] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.527] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 5, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.527] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:light_fury with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.528] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.529] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.530] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:light_fury with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.531] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.532] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.532] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:light_fury with weight of 3, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.533] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.534] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 5, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.534] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.534] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.534] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 5, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.534] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.535] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 5, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.535] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.535] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:gronckle with weight of 7, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.535] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 7, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:skrill with weight of 7, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 7, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:skrill with weight of 7, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:skrill with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.538] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:skrill with weight of 10, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.539] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.539] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.539] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.539] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.545] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.545] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:skrill with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.545] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.546] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:terrible_terror with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.546] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 2, and maximum pack size of 3
[26Jul2025 15:49:25.546] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.546] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.546] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:night_fury with weight of 1, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.549] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.549] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:deadly_nadder with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.549] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:skrill with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.550] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:stinger with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.550] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:triple_stryke with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.551] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.552] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:light_fury with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.552] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:stinger with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.553] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:monstrous_nightmare with weight of 5, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.554] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:triple_stryke with weight of 3, minimum pack size of 1, and maximum pack size of 1
[26Jul2025 15:49:25.555] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:stinger with weight of 10, minimum pack size of 1, and maximum pack size of 2
[26Jul2025 15:49:25.556] [main/INFO] [com.iobaddons.iobaddons.IoBAddons/]: Loaded spawn set for dragon isleofberk:gronckle with weight of 5, minimum pack size of 1, and maximum pack size of 2
